Store_Dept_Date,Weekly_Sales
39_34_2012-11-23,19314.4848
39_35_2012-11-23,2019.9268
39_36_2012-11-23,1433.0189
39_38_2012-11-23,46631.2529
39_40_2012-11-23,66940.2116
39_41_2012-11-23,4152.9583
39_42_2012-11-23,4219.2805
39_44_2012-11-23,7631.6177
39_46_2012-11-23,32743.2709
39_49_2012-11-23,7526.991
39_52_2012-11-23,3046.946
39_54_2012-11-23,51.6382
39_55_2012-11-23,53066.1196
39_56_2012-11-23,2159.9046
39_58_2012-11-23,3521.21
39_59_2012-11-23,1486.1862
39_60_2012-11-23,450.4435
39_67_2012-11-23,11894.8392
39_71_2012-11-23,10933.1472
39_72_2012-11-23,96294.6795
39_74_2012-11-23,28962.2595
39_79_2012-11-23,44182.4805
39_80_2012-11-23,13192.9097
39_81_2012-11-23,20707.8882
39_82_2012-11-23,30216.4353
39_83_2012-11-23,6021.2137
39_85_2012-11-23,1591.8786
39_87_2012-11-23,9602.1323
39_90_2012-11-23,92415.8831
39_91_2012-11-23,62180.1066
39_92_2012-11-23,100000
39_93_2012-11-23,45715.9608
39_94_2012-11-23,59228.7553
39_95_2012-11-23,98052.8679
39_96_2012-11-23,39110.0762
39_97_2012-11-23,25866.5353
39_98_2012-11-23,14754.132
39_99_2012-11-23,10515.6001
39_1_2012-11-30,45818.4281
39_2_2012-11-30,71741.5508
39_3_2012-11-30,12457.9464
39_4_2012-11-30,53223.2925
39_5_2012-11-30,39775.8686
39_6_2012-11-30,6678.6681
39_7_2012-11-30,57545.66
39_8_2012-11-30,37927.3692
39_9_2012-11-30,24128.1493
39_10_2012-11-30,17368.2643
39_11_2012-11-30,22786.9927
39_12_2012-11-30,4377.8778
39_13_2012-11-30,59571.0921
39_14_2012-11-30,38107.3635
39_16_2012-11-30,7257.0269
39_17_2012-11-30,14242.2733
39_18_2012-11-30,28873.1455
39_20_2012-11-30,9846.2229
39_21_2012-11-30,10944.4011
39_22_2012-11-30,19190.1682
39_23_2012-11-30,21592.2497
39_24_2012-11-30,8513.9929
39_25_2012-11-30,6993.4696
39_26_2012-11-30,6716.8456
39_27_2012-11-30,2143.0824
39_28_2012-11-30,1258.303
39_29_2012-11-30,5336.4776
39_30_2012-11-30,3422.8633
39_31_2012-11-30,2087.6067
39_32_2012-11-30,6000.9782
39_33_2012-11-30,9205.9034
39_34_2012-11-30,17788.0658
39_35_2012-11-30,1928.1562
39_36_2012-11-30,1419.2898
39_38_2012-11-30,49738.9933
39_40_2012-11-30,66583.607
39_41_2012-11-30,3914.9039
39_42_2012-11-30,4124.5336
39_44_2012-11-30,5171.3692
39_46_2012-11-30,32170.6533
39_49_2012-11-30,7785.9472
39_52_2012-11-30,2871.5397
39_54_2012-11-30,52.371
39_55_2012-11-30,24729.7392
39_56_2012-11-30,1009.733
39_58_2012-11-30,3490.145
39_59_2012-11-30,1343.6614
39_60_2012-11-30,292.2766
39_67_2012-11-30,11931.2818
39_71_2012-11-30,9545.7635
39_72_2012-11-30,56241.3742
39_74_2012-11-30,24457.3162
39_79_2012-11-30,42874.1883
39_80_2012-11-30,13442.6145
39_81_2012-11-30,20482.6959
39_82_2012-11-30,29441.1687
39_83_2012-11-30,5554.5613
39_85_2012-11-30,1513.3946
39_87_2012-11-30,10016.6193
39_90_2012-11-30,90198.7964
39_91_2012-11-30,61246.6591
39_92_2012-11-30,99675.3067
39_93_2012-11-30,45692.1128
39_94_2012-11-30,58199.2304
39_95_2012-11-30,94986.4148
39_96_2012-11-30,36657.5312
39_97_2012-11-30,24436.6187
39_98_2012-11-30,13358.2087
39_99_2012-11-30,2379.7356
39_1_2012-12-07,49944.7093
39_2_2012-12-07,71829.4942
39_3_2012-12-07,14732.7519
39_4_2012-12-07,48946.2659
39_5_2012-12-07,45749.4993
39_6_2012-12-07,6652.4859
39_7_2012-12-07,83062.0567
39_8_2012-12-07,48849.1621
39_9_2012-12-07,21800.9938
39_10_2012-12-07,18076.7719
39_11_2012-12-07,27097.537
39_12_2012-12-07,5206.5919
39_13_2012-12-07,58813.0066
39_14_2012-12-07,35730.1061
39_16_2012-12-07,11601.7602
39_17_2012-12-07,18649.8825
39_18_2012-12-07,79363.2186
39_19_2012-12-07,73.5536
39_20_2012-12-07,8613.8801
39_21_2012-12-07,11034.3014
39_22_2012-12-07,19687.0794
39_23_2012-12-07,27623.7462
39_24_2012-12-07,10163.7428
39_25_2012-12-07,9341.2135
39_26_2012-12-07,11707.7922
39_27_2012-12-07,2828.2016
39_28_2012-12-07,839.7728
39_29_2012-12-07,9333.4987
39_30_2012-12-07,3461.9783
39_31_2012-12-07,3774.0627
39_32_2012-12-07,11198.6664
39_33_2012-12-07,11356.1823
39_34_2012-12-07,19626.7588
39_35_2012-12-07,1937.7972
39_36_2012-12-07,1255.7531
39_38_2012-12-07,48693.399
39_40_2012-12-07,67105.5813
39_41_2012-12-07,3818.3587
39_42_2012-12-07,4230.1371
39_44_2012-12-07,6653.7291
39_46_2012-12-07,37130.7598
39_49_2012-12-07,7711.7653
39_52_2012-12-07,2629.1546
39_54_2012-12-07,30.5546
39_55_2012-12-07,17143.4083
39_56_2012-12-07,4703.0789
39_58_2012-12-07,3356.2076
39_59_2012-12-07,4351.0707
39_60_2012-12-07,1000.208
39_67_2012-12-07,20004.4984
39_71_2012-12-07,7815.1647
39_72_2012-12-07,68698.2094
39_74_2012-12-07,23940.7333
39_79_2012-12-07,45660.9042
39_80_2012-12-07,13481.5207
39_81_2012-12-07,23153.5007
39_82_2012-12-07,55739.1019
39_83_2012-12-07,5970.1505
39_85_2012-12-07,5224.7649
39_87_2012-12-07,7766.7335
39_90_2012-12-07,87833.5404
39_91_2012-12-07,62553.7095
39_92_2012-12-07,100000
39_93_2012-12-07,46062.9795
39_94_2012-12-07,58223.821
39_95_2012-12-07,99042.8311
39_96_2012-12-07,29394.7655
39_97_2012-12-07,25874.7705
39_98_2012-12-07,12514.2524
39_99_2012-12-07,2053.5733
39_1_2012-12-14,42352.0969
39_2_2012-12-14,69620.3658
39_3_2012-12-14,18043.8817
39_4_2012-12-14,48859.7906
39_5_2012-12-14,59221.6635
39_6_2012-12-14,7407.7463
39_7_2012-12-14,92498.1491
39_8_2012-12-14,41429.8915
39_9_2012-12-14,18620.9305
39_10_2012-12-14,16799.8236
39_11_2012-12-14,28419.9895
39_12_2012-12-14,4185.9206
39_13_2012-12-14,57409.325
39_14_2012-12-14,33961.1063
39_16_2012-12-14,5940.9143
39_17_2012-12-14,15682.4922
39_18_2012-12-14,56928.529
39_20_2012-12-14,7155.2736
39_21_2012-12-14,10248.1689
39_22_2012-12-14,16690.1493
39_23_2012-12-14,27952.8031
39_24_2012-12-14,11309.4022
39_25_2012-12-14,9852.5546
39_26_2012-12-14,11402.996
39_27_2012-12-14,2969.6729
39_28_2012-12-14,1392.1724
39_29_2012-12-14,9514.2397
39_30_2012-12-14,3226.4875
39_31_2012-12-14,3060.75
39_32_2012-12-14,11505.8606
39_33_2012-12-14,11506.1333
39_34_2012-12-14,17613.6952
39_35_2012-12-14,2259.4783
39_36_2012-12-14,1486.5324
39_38_2012-12-14,50650.7749
39_40_2012-12-14,67364.5187
39_41_2012-12-14,3170.2864
39_42_2012-12-14,4054.1218
39_44_2012-12-14,6980.3322
39_46_2012-12-14,39288.8543
39_49_2012-12-14,8599.9198
39_52_2012-12-14,2716.8666
39_54_2012-12-14,37.8268
39_55_2012-12-14,27041.396
39_56_2012-12-14,3907.0859
39_58_2012-12-14,3487.725
39_59_2012-12-14,3227.1896
39_60_2012-12-14,1172.481
39_67_2012-12-14,22960.8601
39_71_2012-12-14,7772.7777
39_72_2012-12-14,74610.9881
39_74_2012-12-14,21506.2503
39_79_2012-12-14,42710.2998
39_80_2012-12-14,13177.5983
39_81_2012-12-14,21032.1534
39_82_2012-12-14,57688.1867
39_83_2012-12-14,5893.2638
39_85_2012-12-14,5418.2913
39_87_2012-12-14,8450.4035
39_90_2012-12-14,86470.6758
39_91_2012-12-14,62905.4644
39_92_2012-12-14,100000
39_93_2012-12-14,43578.9997
39_94_2012-12-14,55024.7497
39_95_2012-12-14,98264.3183
39_96_2012-12-14,28375.0455
39_97_2012-12-14,24657.3475
39_98_2012-12-14,12376.3921
39_99_2012-12-14,2108.0137
39_1_2012-12-21,57120.7015
39_2_2012-12-21,83629.9668
39_3_2012-12-21,19087.0638
39_4_2012-12-21,52111.2729
39_5_2012-12-21,76542.0477
39_6_2012-12-21,14795.9559
39_7_2012-12-21,93664.2041
39_8_2012-12-21,51383.8683
39_9_2012-12-21,21214.5202
39_10_2012-12-21,19424.066
39_11_2012-12-21,26488.0799
39_12_2012-12-21,4348.939
39_13_2012-12-21,57902.959
39_14_2012-12-21,42843.4328
39_16_2012-12-21,7225.8135
39_17_2012-12-21,20139.4137
39_18_2012-12-21,45982.3629
39_20_2012-12-21,9068.7731
39_21_2012-12-21,13398.1656
39_22_2012-12-21,19756.0073
39_23_2012-12-21,47248.822
39_24_2012-12-21,11308.9878
39_25_2012-12-21,9726.9025
39_26_2012-12-21,11708.4199
39_27_2012-12-21,3835.3744
39_28_2012-12-21,1318.6866
39_29_2012-12-21,12917.8886
39_30_2012-12-21,3465.7058
39_31_2012-12-21,4449.1004
39_32_2012-12-21,23179.4587
39_33_2012-12-21,14025.5106
39_34_2012-12-21,16937.7345
39_35_2012-12-21,2308.0771
39_36_2012-12-21,1569.4738
39_38_2012-12-21,48173.9719
39_40_2012-12-21,66907.6236
39_41_2012-12-21,3835.6664
39_42_2012-12-21,4164.6763
39_44_2012-12-21,8184.2548
39_46_2012-12-21,48290.7319
39_49_2012-12-21,8155.9487
39_52_2012-12-21,2900.8481
39_54_2012-12-21,45.6184
39_55_2012-12-21,27759.2464
39_56_2012-12-21,1714.0159
39_58_2012-12-21,2848.0895
39_59_2012-12-21,12548.9491
39_60_2012-12-21,1118.744
39_67_2012-12-21,23702.2281
39_71_2012-12-21,8800.0698
39_72_2012-12-21,81832.3136
39_74_2012-12-21,27089.779
39_79_2012-12-21,41306.186
39_80_2012-12-21,16151.0683
39_81_2012-12-21,25312.1539
39_82_2012-12-21,73518.6256
39_83_2012-12-21,6050.3826
39_85_2012-12-21,5822.168
39_87_2012-12-21,8225.4972
39_90_2012-12-21,91487.093
39_91_2012-12-21,63098.1774
39_92_2012-12-21,99841.6237
39_93_2012-12-21,46377.9405
39_94_2012-12-21,58189.4124
39_95_2012-12-21,98469.8987
39_96_2012-12-21,30649.3229
39_97_2012-12-21,25876.5402
39_98_2012-12-21,13606.3211
39_99_2012-12-21,1774.8401
39_1_2012-12-28,21999.6666
39_2_2012-12-28,80059.0215
39_3_2012-12-28,12632.1921
39_4_2012-12-28,49695.0516
39_5_2012-12-28,78301.8377
39_6_2012-12-28,12642.625
39_7_2012-12-28,52266.8532
39_8_2012-12-28,38190.9595
39_9_2012-12-28,24439.6096
39_10_2012-12-28,18881.1182
39_11_2012-12-28,25026.0657
39_12_2012-12-28,4152.2568
39_13_2012-12-28,54672.4292
39_14_2012-12-28,54870.3566
39_16_2012-12-28,5920.5469
39_17_2012-12-28,14184.9363
39_18_2012-12-28,25355.0394
39_19_2012-12-28,54.3365
39_20_2012-12-28,8676.8574
39_21_2012-12-28,9462.9971
39_22_2012-12-28,21174.5187
39_23_2012-12-28,21890.7376
39_24_2012-12-28,8548.4732
39_25_2012-12-28,11508.2242
39_26_2012-12-28,12708.189
39_27_2012-12-28,2336.4413
39_28_2012-12-28,1209.0034
39_29_2012-12-28,7760.4992
39_30_2012-12-28,3502.4309
39_31_2012-12-28,2808.1158
39_32_2012-12-28,10583.0373
39_33_2012-12-28,6671.746
39_34_2012-12-28,16542.0103
39_35_2012-12-28,2145.0753
39_36_2012-12-28,1498.6118
39_38_2012-12-28,47181.3762
39_40_2012-12-28,64992.558
39_41_2012-12-28,4067.6436
39_42_2012-12-28,4105.841
39_44_2012-12-28,5839.9004
39_46_2012-12-28,34900.9185
39_49_2012-12-28,8318.7737
39_52_2012-12-28,3132.2307
39_54_2012-12-28,49.3514
39_55_2012-12-28,46457.0746
39_56_2012-12-28,896.9164
39_58_2012-12-28,2188.9997
39_59_2012-12-28,4855.5312
39_60_2012-12-28,382.974
39_67_2012-12-28,10905.7417
39_71_2012-12-28,8555.3898
39_72_2012-12-28,98620.8918
39_74_2012-12-28,32297.453
39_79_2012-12-28,40280.8634
39_80_2012-12-28,13209.3055
39_81_2012-12-28,17258.1938
39_82_2012-12-28,41085.6972
39_83_2012-12-28,6006.1395
39_85_2012-12-28,2989.8982
39_87_2012-12-28,8393.426
39_90_2012-12-28,90397.8273
39_91_2012-12-28,58360.4329
39_92_2012-12-28,99565.4198
39_93_2012-12-28,43514.6587
39_94_2012-12-28,54991.0348
39_95_2012-12-28,94262.6163
39_96_2012-12-28,38608.5998
39_97_2012-12-28,24800.574
39_98_2012-12-28,12265.4556
39_99_2012-12-28,1565.082
39_1_2013-01-04,15206.6809
39_2_2013-01-04,65224.5613
39_3_2013-01-04,18214.6081
39_4_2013-01-04,44551.8787
39_5_2013-01-04,21665.184
39_6_2013-01-04,3030.4239
39_7_2013-01-04,20361.9946
39_8_2013-01-04,34757.6233
39_9_2013-01-04,13443.3536
39_10_2013-01-04,12546.5333
39_11_2013-01-04,18574.6597
39_12_2013-01-04,4042.8448
39_13_2013-01-04,54188.1484
39_14_2013-01-04,17778.396
39_16_2013-01-04,6511.6849
39_17_2013-01-04,11148.5598
39_18_2013-01-04,5053.8627
39_20_2013-01-04,6623.2406
39_21_2013-01-04,5633.9119
39_22_2013-01-04,12670.2894
39_23_2013-01-04,16510.8185
39_24_2013-01-04,4759.7787
39_25_2013-01-04,5252.2723
39_26_2013-01-04,6470.9585
39_27_2013-01-04,1774.9462
39_28_2013-01-04,859.5225
39_29_2013-01-04,5254.9626
39_30_2013-01-04,2790.4991
39_31_2013-01-04,1510.2951
39_32_2013-01-04,4219.8699
39_33_2013-01-04,3875.4554
39_34_2013-01-04,12768.4391
39_35_2013-01-04,1462.3069
39_36_2013-01-04,909.3661
39_38_2013-01-04,50338.4389
39_40_2013-01-04,61950.3015
39_41_2013-01-04,2230.6795
39_42_2013-01-04,3953.7642
39_44_2013-01-04,4011.1581
39_46_2013-01-04,29715.946
39_49_2013-01-04,8990.3623
39_52_2013-01-04,1794.7251
39_54_2013-01-04,18.5032
39_55_2013-01-04,10138.2844
39_56_2013-01-04,680.0147
39_58_2013-01-04,1527.7697
39_59_2013-01-04,445.4201
39_60_2013-01-04,165.792
39_67_2013-01-04,9074.4459
39_71_2013-01-04,6456.0361
39_72_2013-01-04,43007.3264
39_74_2013-01-04,25509.1962
39_79_2013-01-04,40091.0152
39_80_2013-01-04,12597.6757
39_81_2013-01-04,19627.9534
39_82_2013-01-04,20858.0217
39_83_2013-01-04,6409.5637
39_85_2013-01-04,1498.5348
39_87_2013-01-04,6798.9007
39_90_2013-01-04,79875.4049
39_91_2013-01-04,61653.3705
39_92_2013-01-04,98908.1851
39_93_2013-01-04,41818.7043
39_94_2013-01-04,58989.8808
39_95_2013-01-04,94856.1636
39_96_2013-01-04,26811.602
39_97_2013-01-04,24956.7364
39_98_2013-01-04,8754.9957
39_99_2013-01-04,769.5764
39_1_2013-01-11,17088.2977
39_2_2013-01-11,70478.4273
39_3_2013-01-11,18077.0054
39_4_2013-01-11,47256.5752
39_5_2013-01-11,18852.6954
39_6_2013-01-11,2907.3152
39_7_2013-01-11,21689.2221
39_8_2013-01-11,35763.2117
39_9_2013-01-11,14656.0696
39_10_2013-01-11,12776.7827
39_11_2013-01-11,19092.3768
39_12_2013-01-11,3729.8484
39_13_2013-01-11,55239.2025
39_14_2013-01-11,19910.6168
39_16_2013-01-11,7975.8144
39_17_2013-01-11,10501.5941
39_18_2013-01-11,4131.8288
39_20_2013-01-11,6802.4593
39_21_2013-01-11,5651.2578
39_22_2013-01-11,12199.8909
39_23_2013-01-11,16750.5103
39_24_2013-01-11,4820.328
39_25_2013-01-11,6063.9684
39_26_2013-01-11,7195.9962
39_27_2013-01-11,1783.845
39_28_2013-01-11,815.3067
39_29_2013-01-11,5388.2886
39_30_2013-01-11,3218.0961
39_31_2013-01-11,1585.9194
39_32_2013-01-11,4421.0316
39_33_2013-01-11,3798.6414
39_34_2013-01-11,13980.1849
39_35_2013-01-11,1455.8046
39_36_2013-01-11,696.7557
39_38_2013-01-11,49789.3225
39_40_2013-01-11,65132.7547
39_41_2013-01-11,3256.2491
39_42_2013-01-11,3917.9447
39_44_2013-01-11,3632.74
39_45_2013-01-11,26.9508
39_46_2013-01-11,30976.6078
39_49_2013-01-11,8261.814
39_52_2013-01-11,1756.3698
39_54_2013-01-11,17.3268
39_55_2013-01-11,9470.8795
39_56_2013-01-11,878.8632
39_58_2013-01-11,1787.59
39_59_2013-01-11,408.0422
39_60_2013-01-11,357.7571
39_67_2013-01-11,8605.3276
39_71_2013-01-11,6239.6418
39_72_2013-01-11,41318.658
39_74_2013-01-11,25579.3914
39_79_2013-01-11,40661.205
39_80_2013-01-11,12455.7444
39_81_2013-01-11,19666.8547
39_82_2013-01-11,22034.3092
39_83_2013-01-11,6171.2493
39_85_2013-01-11,1365.4194
39_87_2013-01-11,6774.3277
39_90_2013-01-11,82280.7584
39_91_2013-01-11,60184.304
39_92_2013-01-11,99920.4658
39_93_2013-01-11,38765.3829
39_94_2013-01-11,58882.2432
39_95_2013-01-11,94291.4037
39_96_2013-01-11,25166.6974
39_97_2013-01-11,23932.7473
39_98_2013-01-11,9022.4956
39_1_2013-01-18,17481.6392
39_2_2013-01-18,65267.3534
39_3_2013-01-18,17550.7267
39_4_2013-01-18,43753.9037
39_5_2013-01-18,19846.3554
39_6_2013-01-18,2668.4443
39_7_2013-01-18,20953.0482
39_8_2013-01-18,35483.5375
39_9_2013-01-18,13143.9764
39_10_2013-01-18,12700.5454
39_11_2013-01-18,17533.1492
39_12_2013-01-18,3631.8718
39_13_2013-01-18,53282.4314
39_14_2013-01-18,17919.3689
39_16_2013-01-18,6837.2083
39_17_2013-01-18,10679.6102
39_18_2013-01-18,10718.726
39_20_2013-01-18,6506.2328
39_21_2013-01-18,5663.9765
39_22_2013-01-18,12087.9422
39_23_2013-01-18,17005.142
39_24_2013-01-18,4453.1045
39_25_2013-01-18,5510.6382
39_26_2013-01-18,7048.9997
39_27_2013-01-18,1697.6185
39_28_2013-01-18,833.478
39_29_2013-01-18,5050.848
39_30_2013-01-18,2927.959
39_31_2013-01-18,1505.9367
39_32_2013-01-18,4171.0328
39_33_2013-01-18,3770.5006
39_34_2013-01-18,12837.3263
39_35_2013-01-18,1389.4705
39_36_2013-01-18,857.914
39_38_2013-01-18,49974.4557
39_40_2013-01-18,61725.1658
39_41_2013-01-18,963.1655
39_42_2013-01-18,4166.3905
39_44_2013-01-18,3836.3678
39_46_2013-01-18,29633.7581
39_49_2013-01-18,7980.4192
39_52_2013-01-18,1849.4171
39_55_2013-01-18,9198.3982
39_56_2013-01-18,923.9108
39_58_2013-01-18,1498.5691
39_59_2013-01-18,382.7394
39_60_2013-01-18,366.1085
39_67_2013-01-18,11296.0224
39_71_2013-01-18,6123.1687
39_72_2013-01-18,43843.5011
39_74_2013-01-18,23358.7575
39_79_2013-01-18,39329.8012
39_80_2013-01-18,12666.1562
39_81_2013-01-18,19636.0766
39_82_2013-01-18,20813.6583
39_83_2013-01-18,6256.6072
39_85_2013-01-18,1354.0363
39_87_2013-01-18,6917.582
39_90_2013-01-18,82072.4066
39_91_2013-01-18,61147.4946
39_92_2013-01-18,99629.02
39_93_2013-01-18,38762.0256
39_94_2013-01-18,60434.4127
39_95_2013-01-18,89561.6761
39_96_2013-01-18,23664.0934
39_97_2013-01-18,23434.7263
39_98_2013-01-18,9085.3227
39_1_2013-01-25,18554.5212
39_2_2013-01-25,70968.0203
39_3_2013-01-25,16092.095
39_4_2013-01-25,47414.9872
39_5_2013-01-25,17346.0785
39_6_2013-01-25,2768.6558
39_7_2013-01-25,22968.0436
39_8_2013-01-25,34617.4284
39_9_2013-01-25,14804.4859
39_10_2013-01-25,12908.1179
39_11_2013-01-25,17887.1347
39_12_2013-01-25,4031.3428
39_13_2013-01-25,57810.5061
39_14_2013-01-25,17784.0056
39_16_2013-01-25,12389.9612
39_17_2013-01-25,10320.6402
39_18_2013-01-25,2155.5749
39_20_2013-01-25,6863.8358
39_21_2013-01-25,5744.5093
39_22_2013-01-25,11701.3285
39_23_2013-01-25,14912.4607
39_24_2013-01-25,3863.9289
39_25_2013-01-25,5722.3259
39_26_2013-01-25,7367.5953
39_27_2013-01-25,1526.612
39_28_2013-01-25,776.4151
39_29_2013-01-25,5175.4128
39_30_2013-01-25,3118.4533
39_31_2013-01-25,1427.5804
39_32_2013-01-25,4131.7151
39_33_2013-01-25,3874.9372
39_34_2013-01-25,13110.977
39_35_2013-01-25,1528.0361
39_36_2013-01-25,690.0686
39_38_2013-01-25,49203.006
39_40_2013-01-25,64316.6556
39_41_2013-01-25,427.9182
39_42_2013-01-25,4167.3129
39_44_2013-01-25,3889.3863
39_46_2013-01-25,31051.6593
39_49_2013-01-25,8455.7687
39_52_2013-01-25,1706.9047
39_54_2013-01-25,22.3666
39_55_2013-01-25,8210.2277
39_56_2013-01-25,1725.5885
39_58_2013-01-25,1502.7391
39_59_2013-01-25,353.8041
39_60_2013-01-25,308.816
39_67_2013-01-25,9537.7773
39_71_2013-01-25,5940.61
39_72_2013-01-25,43868.9692
39_74_2013-01-25,24493.9375
39_79_2013-01-25,39490.0501
39_80_2013-01-25,12599.4538
39_81_2013-01-25,19680.3601
39_82_2013-01-25,20291.5754
39_83_2013-01-25,6129.4133
39_85_2013-01-25,1353.025
39_87_2013-01-25,6459.2927
39_90_2013-01-25,81503.3562
39_91_2013-01-25,59514.5703
39_92_2013-01-25,99565.9167
39_93_2013-01-25,39807.2711
39_94_2013-01-25,58936.8569
39_95_2013-01-25,96785.6905
39_96_2013-01-25,24670.4681
39_97_2013-01-25,24073.3112
39_98_2013-01-25,8919.7065
39_1_2013-02-01,24667.409
39_2_2013-02-01,69657.4635
39_3_2013-02-01,13879.2014
39_4_2013-02-01,49348.879
39_5_2013-02-01,20186.0548
39_6_2013-02-01,2849.7053
39_7_2013-02-01,30654.3013
39_8_2013-02-01,37213.6525
39_9_2013-02-01,15232.5082
39_10_2013-02-01,13507.5529
39_11_2013-02-01,20246.9047
39_12_2013-02-01,4706.9028
39_13_2013-02-01,58768.2151
39_14_2013-02-01,19991.2377
39_16_2013-02-01,23192.548
39_17_2013-02-01,10732.2503
39_18_2013-02-01,4452.0693
39_20_2013-02-01,7656.5095
39_21_2013-02-01,6721.8878
39_22_2013-02-01,14161.5172
39_23_2013-02-01,16272.3159
39_24_2013-02-01,6043.8214
39_25_2013-02-01,7428.7027
39_26_2013-02-01,9309.7986
39_27_2013-02-01,1518.2154
39_28_2013-02-01,725.6662
39_29_2013-02-01,5542.4052
39_30_2013-02-01,3353.5897
39_31_2013-02-01,1545.2233
39_32_2013-02-01,5312.6459
39_33_2013-02-01,6174.5337
39_34_2013-02-01,15037.5806
39_35_2013-02-01,1865.5301
39_36_2013-02-01,1162.5882
39_38_2013-02-01,53103.4539
39_40_2013-02-01,65864.1027
39_41_2013-02-01,537.7872
39_42_2013-02-01,4240.4307
39_44_2013-02-01,4099.7136
39_46_2013-02-01,32439.1479
39_49_2013-02-01,8355.7439
39_52_2013-02-01,1955.0278
39_54_2013-02-01,33.1663
39_55_2013-02-01,7833.5439
39_56_2013-02-01,2880.5291
39_58_2013-02-01,4210.02
39_59_2013-02-01,349.2417
39_60_2013-02-01,408.2991
39_67_2013-02-01,12328.0522
39_71_2013-02-01,6465.8715
39_72_2013-02-01,56547.6946
39_74_2013-02-01,23851.1714
39_79_2013-02-01,43690.2417
39_80_2013-02-01,13057.5879
39_81_2013-02-01,20256.1161
39_82_2013-02-01,21750.1175
39_83_2013-02-01,6580.7615
39_85_2013-02-01,1264.9517
39_87_2013-02-01,7434.1961
39_90_2013-02-01,85277.6896
39_91_2013-02-01,62685.0911
39_92_2013-02-01,99431.5424
39_93_2013-02-01,42439.7667
39_94_2013-02-01,59794.7734
39_95_2013-02-01,97627.2761
39_96_2013-02-01,26082.9519
39_97_2013-02-01,24071.7327
39_98_2013-02-01,10407.8346
39_99_2013-02-01,360.601
39_1_2013-02-08,34663.2116
39_2_2013-02-08,70077.3746
39_3_2013-02-08,13864.6924
39_4_2013-02-08,46651.8281
39_5_2013-02-08,19863.5431
39_6_2013-02-08,2671.9101
39_7_2013-02-08,28167.8088
39_8_2013-02-08,37819.3083
39_9_2013-02-08,15227.791
39_10_2013-02-08,13830.6043
39_11_2013-02-08,19334.0075
39_12_2013-02-08,4454.496
39_13_2013-02-08,58109.9231
39_14_2013-02-08,19980.1982
39_16_2013-02-08,22703.9341
39_17_2013-02-08,10796.8824
39_18_2013-02-08,8383.3414
39_20_2013-02-08,7622.1677
39_21_2013-02-08,6268.9982
39_22_2013-02-08,13420.795
39_23_2013-02-08,16656.1751
39_24_2013-02-08,6127.0655
39_25_2013-02-08,7137.3186
39_26_2013-02-08,9298.3274
39_27_2013-02-08,1580.3684
39_28_2013-02-08,736.837
39_29_2013-02-08,5733.7391
39_30_2013-02-08,3504.6897
39_31_2013-02-08,1536.7373
39_32_2013-02-08,4978.685
39_33_2013-02-08,6146.9837
39_34_2013-02-08,14803.6681
39_35_2013-02-08,2050.1932
39_36_2013-02-08,798.1872
39_38_2013-02-08,51123.9483
39_40_2013-02-08,65336.5353
39_41_2013-02-08,509.1641
39_42_2013-02-08,4305.073
39_44_2013-02-08,4238.3978
39_46_2013-02-08,32193.518
39_49_2013-02-08,9196.3564
39_52_2013-02-08,1623.9654
39_54_2013-02-08,34.778
39_55_2013-02-08,8109.3676
39_56_2013-02-08,3251.8136
39_58_2013-02-08,3861
39_59_2013-02-08,271.0686
39_60_2013-02-08,419.793
39_67_2013-02-08,16588.0023
39_71_2013-02-08,6314.2775
39_72_2013-02-08,58857.0117
39_74_2013-02-08,23254.1218
39_79_2013-02-08,44293.88
39_80_2013-02-08,13340.849
39_81_2013-02-08,20054.8105
39_82_2013-02-08,20104.7142
39_83_2013-02-08,6143.656
39_85_2013-02-08,1164.1813
39_87_2013-02-08,7513.3507
39_90_2013-02-08,84448.2995
39_91_2013-02-08,63106.0439
39_92_2013-02-08,99948.9156
39_93_2013-02-08,40452.6769
39_94_2013-02-08,59781.2961
39_95_2013-02-08,98712.0436
39_96_2013-02-08,28369.1868
39_97_2013-02-08,24546.1328
39_98_2013-02-08,10436.9397
39_99_2013-02-08,1073.9309
39_1_2013-02-15,32711.0521
39_2_2013-02-15,70444.32
39_3_2013-02-15,14025.1365
39_4_2013-02-15,46449.4552
39_5_2013-02-15,20660.7162
39_6_2013-02-15,2696.8849
39_7_2013-02-15,28277.0376
39_8_2013-02-15,37669.322
39_9_2013-02-15,16098.0745
39_10_2013-02-15,14570.3627
39_11_2013-02-15,18190.0714
39_12_2013-02-15,4128.7903
39_13_2013-02-15,57214.9407
39_14_2013-02-15,20742.6945
39_16_2013-02-15,17058.936
39_17_2013-02-15,11492.3523
39_18_2013-02-15,7795.7513
39_19_2013-02-15,46.8488
39_20_2013-02-15,7192.5637
39_21_2013-02-15,6163.4844
39_22_2013-02-15,14686.6042
39_23_2013-02-15,17241.8506
39_24_2013-02-15,4956.3518
39_25_2013-02-15,7072.1515
39_26_2013-02-15,8685.2652
39_27_2013-02-15,1709.2046
39_28_2013-02-15,893.6583
39_29_2013-02-15,5921.1519
39_30_2013-02-15,3451.7396
39_31_2013-02-15,1609.5224
39_32_2013-02-15,5623.2116
39_33_2013-02-15,6077.8171
39_34_2013-02-15,14593.3181
39_35_2013-02-15,1912.127
39_36_2013-02-15,848.9308
